ConsArea,FieldID,Crop,Treatment,Jdate,Species,SpcCount,TotAbund,Nesting,Sociality,FloralPreference,Family,PollenCarrying,MaxFlight Dist.,Elevation,FieldArea,MargArea,AvgMgWidth,CtoMEdge,DistNearTr,DaysSinceP,PercMgMow,AvgFlCover,NumSpBloom,CollectTime,Ctime,Temp,Humidity,WindSpd,Date
Atlanta,ATUT1,oldfield,untreated,174,Halictus ligatus,2,48,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,174,Halictus parallelus,3,48,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,174,Halictus rubicundus,2,48,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,174,Lasioglossum (Dialictus) sp.,17,48,Varies,Varies,Generalist,Halictidae,Leg scopa,410,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,174,Melissodes tepaneca,2,48,Ground,Solitary,Generalist,Apidae,Leg scopa,600,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,174,Nomada cressonii,1,48,Cleptoparasitic,Solitary,Generalist,Apidae,Ingestion,200,286,2,0.82,40,0,657,0,0,60,7,14:00,14.00,32.8,58.2,14.1,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Augochlora pura,3,28,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Augochloropsis metallica,1,28,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Bombus auricomus,1,28,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Bombus griseocollis,1,28,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Bombus pennsylvanicus,1,28,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Ceratina calcarata,1,28,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Ceratina mikmaqi,1,28,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Halictus ligatus,2,28,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Halictus parallelus,2,28,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Halictus rubicundus,2,28,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Lasioglossum (Dialictus) sp.,5,28,Varies,Varies,Generalist,Halictidae,Leg scopa,410,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Megachile brevis,1,28,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Melissodes comptoides,2,28,Ground,Solitary,Generalist,Apidae,Leg scopa,600,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Melissodes denticulata,2,28,Ground,Solitary,Specialist,Apidae,Leg scopa,600,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Melissodes tepaneca,1,28,Ground,Solitary,Generalist,Apidae,Leg scopa,600,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Svastra obliqua,1,28,Ground,Communal,Specialist,Apidae,Leg scopa,1000,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT1,oldfield,untreated,200,Triepeolus lunatus,1,28,Cleptoparasitic,Solitary,Generalist,Apidae,Ingestion,1000,286,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Augochlora pura,1,24,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Augochloropsis fulgida,1,24,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Bombus auricomus,1,24,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Bombus bimaculatus,1,24,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Bombus griseocollis,4,24,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Bombus impatiens,1,24,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Bombus vagans,1,24,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Eucera hamata,2,24,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Lasioglossum (Dialictus) sp.,6,24,Varies,Varies,Generalist,Halictidae,Leg scopa,410,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Melissodes agilis,1,24,Ground,Solitary,Generalist,Apidae,Leg scopa,600,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Melissodes comptoides,1,24,Ground,Solitary,Generalist,Apidae,Leg scopa,600,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,174,Xylocopa virginica,4,24,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,306,0.14,0.13,10.5,0,174,0,0,75,8,12:40,12.40,32,62.5,21.3,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Agapostemon virescens,1,61,Ground,Communal,Generalist,Halictidae,Leg scopa,500,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Augochlora pura,3,61,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Augochloropsis metallica,1,61,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Bombus griseocollis,2,61,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Hylaeus modestus,1,61,Wood,Solitary,Generalist,Colletidae,Ingestion,250,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Lasioglossum (Dialictus) sp.,52,61,Varies,Varies,Generalist,Halictidae,Leg scopa,410,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Atlanta,ATUT2,oldfield,untreated,200,Melissodes comptoides,1,61,Ground,Solitary,Generalist,Apidae,Leg scopa,600,306,0.14,0.13,10.5,0,174,0,0,73,8,11:20,11.20,26.6,69.2,4.5,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Agapostemon splendens,1,39,Ground,Communal,Generalist,Halictidae,Leg scopa,500,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Bombus auricomus,1,39,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Bombus pennsylvanicus,1,39,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Ceratina mikmaqi,2,39,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Eucera hamata,28,39,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Halictus ligatus,1,39,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Halictus parallelus,1,39,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,158,Xylocopa virginica,4,39,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,157,1.01,0.21,7.5,0.8,387,30,0,59,3,18:16,18.16,27,39,2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Agapostemon splendens,4,69,Ground,Communal,Generalist,Halictidae,Leg scopa,500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Agapostemon texanus,8,69,Ground,Communal,Generalist,Halictidae,Leg scopa,500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Agapostemon virescens,1,69,Ground,Communal,Generalist,Halictidae,Leg scopa,500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Augochlora pura,2,69,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Bombus auricomus,2,69,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Bombus pennsylvanicus,2,69,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Ceratina dupla,1,69,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Halictus ligatus,4,69,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Halictus parallelus,1,69,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Megachile georgica,1,69,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Melissodes bimaculata,27,69,Ground,Solitary,Generalist,Apidae,Leg scopa,600,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Melissodes comptoides,1,69,Ground,Solitary,Generalist,Apidae,Leg scopa,600,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Melissodes denticulata,5,69,Ground,Solitary,Specialist,Apidae,Leg scopa,600,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Melissodes trinodis,3,69,Ground,Solitary,Specialist,Apidae,Leg scopa,600,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Ptilothrix bombiformis,3,69,Ground,Aggregations,Specialist,Apidae,Leg scopa,500,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Svastra obliqua,3,69,Ground,Communal,Specialist,Apidae,Leg scopa,1000,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT1,corn,treated,204,Xylocopa virginica,1,69,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,157,1.01,0.21,7.5,0.8,387,84,0,30,7,7:29,7.29,24.5,81.9,17.2,6/22/2016
Fountain Grove,FGT2,corn,treated,158,Bombus auricomus,1,19,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,6/22/2016
Fountain Grove,FGT2,corn,treated,158,Bombus impatiens,1,19,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,6/22/2016
Fountain Grove,FGT2,corn,treated,158,Bombus pennsylvanicus,2,19,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,158,Eucera hamata,9,19,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,158,Halictus rubicundus,1,19,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,158,Megachile addenda,1,19,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,158,Megachile deflexa,1,19,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,158,Xylocopa virginica,3,19,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,212,2.59,0.56,22.9,0.6,617,30,0,45,6,19:00,19.00,27.2,37.4,2.3,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Agapostemon virescens,1,35,Ground,Communal,Generalist,Halictidae,Leg scopa,500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Augochlora pura,2,35,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Bombus auricomus,1,35,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Bombus griseocollis,2,35,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Bombus pennsylvanicus,1,35,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Ceratina mikmaqi,2,35,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Halictus rubicundus,1,35,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Hylaeus modestus,1,35,Wood,Solitary,Generalist,Colletidae,Ingestion,250,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Megachile montivaga,1,35,Ground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes bimaculata,16,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes communis,1,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes tepaneca,1,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Ptilothrix bombiformis,4,35,Ground,Aggregations,Specialist,Apidae,Leg scopa,500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Xylocopa virginica,1,35,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Bombus pennsylvanicus,2,9,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Ceratina cockerelli,1,9,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Ceratina mikmaqi,2,9,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Eucera hamata,1,9,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Halictus ligatus,1,9,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Lasioglossum (Dialictus) sp.,2,9,Varies,Varies,Generalist,Halictidae,Leg scopa,410,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,
Fountain Grove,FGT3,corn,treated,204,Lasioglossum (Dialictus) sp.,2,19,Varies,Varies,Generalist,Halictidae,Leg scopa,410,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes bimaculata,14,19,Ground,Solitary,Generalist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes communis,1,19,Ground,Solitary,Generalist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes denticulata,1,19,Ground,Solitary,Specialist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes trinodis,1,19,Ground,Solitary,Specialist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Bombus auricomus,2,9,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Eucera hamata,6,9,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Megachile addenda,1,9,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Augochlora pura,2,38,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Augochloropsis metallica,1,38,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Bombus pennsylvanicus,1,38,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Lasioglossum (Dialictus) sp.,2,38,Varies,Varies,Generalist,Halictidae,Leg scopa,410,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes bimaculata,19,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes communis,3,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes comptoides,6,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes denticulata,1,38,Ground,Solitary,Specialist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes trinodis,2,38,Ground,Solitary,Specialist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Svastra obliqua,1,38,Ground,Communal,Specialist,Apidae,Leg scopa,1000,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Augochlora pura,1,3,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Augochloropsis fulgida,1,3,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Halictus tripartitus,1,3,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
